key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,hostingOrganizationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,coordinateUncertaintyInMeters,continent,stateProvince,year,month,day,eventDate,startDayOfYear,endDayOfYear,modified,lastInterpreted,references,license,isSequenced,isInCluster,datasetName,recordedBy,identifiedBy,geodeticDatum,class,countryCode,gbifRegion,country,publishedByGbifRegion,rightsHolder,identifier,http://unknown.org/nick,verbatimEventDate,verbatimLocality,collectionCode,gbifID,occurrenceID,taxonID,catalogNumber,institutionCode,eventTime,http://unknown.org/captive,identificationID,identificationRemarks,informationWithheld,occurrenceRemarks,distanceFromCentroidInMeters,projectId,individualCount,elevation,datasetID,preparations,habitat,institutionID,dynamicProperties,county,namePublishedInYear,fieldNumber,language,type,vernacularName,namePublishedIn,nameAccordingTo,acceptedNameUsage,verbatimCoordinateSystem,locality,locationID,ownerInstitutionCode,bibliographicCitation,collectionID,higherClassification,georeferenceSources,parentNameUsage,elevationAccuracy,depth,depthAccuracy,institutionKey,collectionKey,nomenclaturalStatus,recordNumber,nomenclaturalCode,networkKeys,previousIdentifications,typeStatus,rights,verbatimElevation,georeferencedDate,georeferenceProtocol,georeferenceVerificationStatus,georeferenceRemarks,higherGeography,reproductiveCondition,name
4512323176,Zamia prasina W.Bull,17.307388,-88.45768,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2024-08-06T22:43:31.419+00:00,2024-08-08T04:05:37.978+00:00,478,HUMAN_OBSERVATION,PRESENT,5284156,6,7707728,228,834,5375,2683306,5284156,5284156,Zamia prasina W.Bull,Plantae,Tracheophyta,Cycadales,Zamiaceae,Zamia,Zamia prasina,Zamia,prasina,SPECIES,ACCEPTED,LC,2024-01-15T10:27:28,5,NORTH_AMERICA,Belize,2024,1,10,2024-01-10T09:11:42,10,10,2024-01-17T20:20:40.000+00:00,2024-08-08T04:05:37.978+00:00,https://www.inaturalist.org/observations/196606956,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,FALSE,iNaturalist research-grade observations,Mac H. Alford,De Wet Bösenberg,WGS84,Cycadopsida,BZ,LATIN_AMERICA,Belize,NORTH_AMERICA,Mac H. Alford,196606956,southern_red_oak,2024-01-10 09:11:42-06:00,"Belize, BZ",Observations,4512323176,https://www.inaturalist.org/observations/196606956,135600,196606956,iNaturalist,09:11:42-06:00,wild,443416542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zamia prasina W.Bull
4516875763,Zamia prasina W.Bull,16.593555,-89.265723,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,GT,DWC_ARCHIVE,2024-08-06T22:43:31.419+00:00,2024-08-08T04:03:33.042+00:00,478,HUMAN_OBSERVATION,PRESENT,5284156,6,7707728,228,834,5375,2683306,5284156,5284156,Zamia prasina W.Bull,Plantae,Tracheophyta,Cycadales,Zamiaceae,Zamia,Zamia prasina,Zamia,prasina,SPECIES,ACCEPTED,LC,2024-01-27T13:43:25,184,NORTH_AMERICA,Petén,2024,1,26,2024-01-26T09:49:21,26,26,2024-01-28T21:35:18.000+00:00,2024-08-08T04:03:33.042+00:00,https://www.inaturalist.org/observations/197689759,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,FALSE,iNaturalist research-grade observations,Cornelio Chablé,Cornelio Chablé,WGS84,Cycadopsida,GT,LATIN_AMERICA,Guatemala,LATIN_AMERICA,Cornelio Chablé,197689759,cornelio_chable,2024-01-26 09:49:21,"Dolores, Guatemala",Observations,4516875763,https://www.inaturalist.org/observations/197689759,135600,197689759,iNaturalist,09:49:21-06:00,wild,446563880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zamia prasina W.Bull
4525176510,Zamia prasina W.Bull,16.550117,-88.436561,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2024-08-06T22:43:31.419+00:00,2024-08-08T04:01:25.839+00:00,478,HUMAN_OBSERVATION,PRESENT,5284156,6,7707728,228,834,5375,2683306,5284156,5284156,Zamia prasina W.Bull,Plantae,Tracheophyta,Cycadales,Zamiaceae,Zamia,Zamia prasina,Zamia,prasina,SPECIES,ACCEPTED,LC,2024-02-16T18:43:31,NA,NORTH_AMERICA,Stann Creek,2024,1,12,2024-01-12T13:48,12,12,2024-02-20T06:43:31.000+00:00,2024-08-08T04:01:25.839+00:00,https://www.inaturalist.org/observations/199480485,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,FALSE,iNaturalist research-grade observations,Joshua A Willman,Joshua A Willman,WGS84,Cycadopsida,BZ,LATIN_AMERICA,Belize,NORTH_AMERICA,Joshua A Willman,199480485,treefunk,2024/01/12 1:48 PM,"Stann Creek District, Belize",Observations,4525176510,https://www.inaturalist.org/observations/199480485,135600,199480485,iNaturalist,13:48:00-06:00,wild,451909125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zamia prasina W.Bull
4525092455,Zamia prasina W.Bull,21.317054,-87.561605,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,MX,DWC_ARCHIVE,2024-08-06T22:43:31.419+00:00,2024-08-08T03:36:51.909+00:00,478,HUMAN_OBSERVATION,PRESENT,5284156,6,7707728,228,834,5375,2683306,5284156,5284156,Zamia prasina W.Bull,Plantae,Tracheophyta,Cycadales,Zamiaceae,Zamia,Zamia prasina,Zamia,prasina,SPECIES,ACCEPTED,LC,2024-02-14T05:12:39,487,NORTH_AMERICA,Yucatán,2024,2,10,2024-02-10T09:06:25,41,41,2024-02-14T07:47:42.000+00:00,2024-08-08T03:36:51.909+00:00,https://www.inaturalist.org/observations/199254575,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,FALSE,iNaturalist research-grade observations,Bernardo Zorrilla Garza,Bernardo Zorrilla Garza,WGS84,Cycadopsida,MX,LATIN_AMERICA,Mexico,LATIN_AMERICA,Bernardo Zorrilla Garza,199254575,fauna_maya,2024-02-10 09:06:25-06:00,"Tizimín, Yuc., MX",Observations,4525092455,https://www.inaturalist.org/observations/199254575,135600,199254575,iNaturalist,09:06:25-06:00,wild,451251130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zamia prasina W.Bull
4853079135,Zamia prasina W.Bull,17.447581,-89.957683,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2024-08-06T22:43:31.419+00:00,2024-08-08T03:37:56.800+00:00,478,HUMAN_OBSERVATION,PRESENT,5284156,6,7707728,228,834,5375,2683306,5284156,5284156,Zamia prasina W.Bull,Plantae,Tracheophyta,Cycadales,Zamiaceae,Zamia,Zamia prasina,Zamia,prasina,SPECIES,ACCEPTED,LC,2024-04-27T02:36:11,NA,NORTH_AMERICA,Petén,2024,4,26,2024-04-26T17:04:51,117,117,2024-04-29T21:26:51.000+00:00,2024-08-08T03:37:56.800+00:00,https://www.inaturalist.org/observations/209930729,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,FALSE,iNaturalist research-grade observations,luisjurez,luisjurez,WGS84,Cycadopsida,GT,LATIN_AMERICA,Guatemala,NORTH_AMERICA,luisjurez,209930729,luisjurez,2024-04-26 17:04:51,"San Andres, Guatemala",Observations,4853079135,https://www.inaturalist.org/observations/209930729,135600,209930729,iNaturalist,17:04:51-06:00,wild,476274244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zamia prasina W.Bull
4852294012,Zamia prasina W.Bull,17.44768,-90.193803,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,GT,DWC_ARCHIVE,2024-08-06T22:43:31.419+00:00,2024-08-08T03:37:38.143+00:00,478,HUMAN_OBSERVATION,PRESENT,5284156,6,7707728,228,834,5375,2683306,5284156,5284156,Zamia prasina W.Bull,Plantae,Tracheophyta,Cycadales,Zamiaceae,Zamia,Zamia prasina,Zamia,prasina,SPECIES,ACCEPTED,LC,2024-04-29T14:16:07,5,NORTH_AMERICA,Petén,2024,4,26,2024-04-26T16:08:50,117,117,2024-04-29T16:20:47.000+00:00,2024-08-08T03:37:38.143+00:00,https://www.inaturalist.org/observations/211225410,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,FALSE,iNaturalist research-grade observations,Daniel Acosta,De Wet Bösenberg,WGS84,Cycadopsida,GT,LATIN_AMERICA,Guatemala,LATIN_AMERICA,Daniel Acosta,211225410,daniel_s4,2024-04-26 16:08:50,"San Andres, Guatemala",Observations,4852294012,https://www.inaturalist.org/observations/211225410,135600,211225410,iNaturalist,16:08:50-06:00,wild,478592263,Based on distribution.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zamia prasina W.Bull
4854958023,Zamia prasina W.Bull,17.456349,-89.326363,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,GT,DWC_ARCHIVE,2024-08-06T22:43:31.419+00:00,2024-08-08T04:06:36.158+00:00,478,HUMAN_OBSERVATION,PRESENT,5284156,6,7707728,228,834,5375,2683306,5284156,5284156,Zamia prasina W.Bull,Plantae,Tracheophyta,Cycadales,Zamiaceae,Zamia,Zamia prasina,Zamia,prasina,SPECIES,ACCEPTED,LC,2024-04-30T04:32:14,23984,NORTH_AMERICA,Petén,2024,4,27,2024-04-27T09:14:31,118,118,2024-05-02T09:41:06.000+00:00,2024-08-08T04:06:36.158+00:00,https://www.inaturalist.org/observations/212129080,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,FALSE,iNaturalist research-grade observations,Kelin Guerra,Kelin Guerra,WGS84,Cycadopsida,GT,LATIN_AMERICA,Guatemala,LATIN_AMERICA,Kelin Guerra,212129080,kelin_daguerra,2024-04-27 09:14:31,"Melchor de Mencos, Guatemala",Observations,4854958023,https://www.inaturalist.org/observations/212129080,135600,212129080,iNaturalist,09:14:31-06:00,wild,479314903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zamia prasina W.Bull
4892224950,Zamia prasina W.Bull,20.127462,-87.647551000000007,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,MX,DWC_ARCHIVE,2024-08-06T22:43:31.419+00:00,2024-08-08T04:08:45.953+00:00,478,HUMAN_OBSERVATION,PRESENT,5284156,6,7707728,228,834,5375,2683306,5284156,5284156,Zamia prasina W.Bull,Plantae,Tracheophyta,Cycadales,Zamiaceae,Zamia,Zamia prasina,Zamia,prasina,SPECIES,ACCEPTED,LC,2024-06-07T12:41:57,3000,NORTH_AMERICA,Quintana Roo,2024,6,6,2024-06-06T08:49,158,158,2024-06-08T02:42:18.000+00:00,2024-08-08T04:08:45.953+00:00,https://www.inaturalist.org/observations/221014523,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,FALSE,iNaturalist research-grade observations,Daniel Juarez Santiago,De Wet Bösenberg,WGS84,Cycadopsida,MX,LATIN_AMERICA,Mexico,LATIN_AMERICA,Daniel Juarez Santiago,221014523,danieljuarez,2024/06/06 8:49 AM,"AIFelipe Carrillo Puerto, Q.R., México",Observations,4892224950,https://www.inaturalist.org/observations/221014523,135600,221014523,iNaturalist,08:49:00-05:00,wild,497801035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zamia prasina W.Bull
4901098786,Zamia prasina W.Bull,17.799465,-92.077211,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,MX,DWC_ARCHIVE,2024-08-06T22:43:31.419+00:00,2024-08-08T03:41:28.531+00:00,478,HUMAN_OBSERVATION,PRESENT,5284156,6,7707728,228,834,5375,2683306,5284156,5284156,Zamia prasina W.Bull,Plantae,Tracheophyta,Cycadales,Zamiaceae,Zamia,Zamia prasina,Zamia,prasina,SPECIES,ACCEPTED,LC,2024-06-18T16:35:49,30716,NORTH_AMERICA,Chiapas,2024,6,17,2024-06-17T11:27:49,169,169,2024-06-19T14:29:05.000+00:00,2024-08-08T03:41:28.531+00:00,https://www.inaturalist.org/observations/223574228,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,FALSE,iNaturalist research-grade observations,Roberto García,Roberto García,WGS84,Cycadopsida,MX,LATIN_AMERICA,Mexico,LATIN_AMERICA,Roberto García,223574228,betogama,2024-06-17 11:27:49,"Chiapas, MX",Observations,4901098786,https://www.inaturalist.org/observations/223574228,135600,223574228,iNaturalist,11:27:49-06:00,wild,502676453,NA,Coordinate uncertainty increased to 30716m at the request of the observer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zamia prasina W.Bull
4034759623,Zamia prasina W.Bull,17.161308,-88.679116,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2024-08-06T22:43:31.419+00:00,2024-08-08T03:30:05.850+00:00,478,HUMAN_OBSERVATION,PRESENT,5284156,6,7707728,228,834,5375,2683306,5284156,5284156,Zamia prasina W.Bull,Plantae,Tracheophyta,Cycadales,Zamiaceae,Zamia,Zamia prasina,Zamia,prasina,SPECIES,ACCEPTED,LC,2023-01-10T23:40:12,11,NORTH_AMERICA,Cayo,2023,1,10,2023-01-10T16:02:04,10,10,2023-02-12T20:55:45.000+00:00,2024-08-08T03:30:05.850+00:00,https://www.inaturalist.org/observations/146301603,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,FALSE,iNaturalist research-grade observations,Whitney Ramsey,Whitney Ramsey,WGS84,Cycadopsida,BZ,LATIN_AMERICA,Belize,NORTH_AMERICA,Whitney Ramsey,146301603,metroatlantanatives,2023-01-10 16:02:04,"Cayo, BZ",Observations,4034759623,https://www.inaturalist.org/observations/146301603,135600,146301603,iNaturalist,16:02:04-06:00,wild,326372496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zamia prasina W.Bull
